Code,Name,Manufacturer,Part Number,Product Group Description,Stock Unit Name,Cost Price,Sales Price (£),Sales Price (€),Margin,DMI Sales Price (€),Variance (DMI IE),DMI URL (IE),DMI IE Notes,DMI IE Product,DMI IE Pack Flag,DMI IE Adjusted Variance,DMI Sales Price (£),Variance (DMI UK),DMI URL (UK),DMI UK Notes,DMI UK Product,DMI UK Pack Flag,DMI UK Adjusted Variance,DentalSky Sales Price (£),Variance (DentalSky),DentalSky URL,DentalSky Notes,DentalSky Product,DentalSky Pack Flag,DentalSky Adjusted Variance,Dontalia Sales Price (€),Variance (Dontalia),Dontalia URL,Dontalia Notes,Dontalia Product,Dontalia Pack Flag,Dontalia Adjusted Variance,Henry Schein Sales Price (€),Variance (Henry Schein),Henry Schein URL,Henry Schein Notes,Henry Schein Product,Henry Schein Pack Flag,Henry Schein Adjusted Variance
BOU009,Boutique Whitening Top Up Case By Night 16% CP 1x3ml,Boutique Whitening,UBPB161,Boutique Whitening,Each,£3.31,£5.00,€5.80,33.8%,€6.43,-9.8%,https://www.dmi.ie/products/boutique-whitening-carbamide-peroxide-syringe-3ml-16-cp-btq-ubpb161.html?name=Boutique%20Whitening&type=simple&_gl=1*9jt3xl*_up*MQ..*_ga*MTk3NjE5NDU1LjE3NDQwMzkwNTI.*_ga_0T1NKWVSZ2*MTc0NDA0MzgzNi4yLjAuMTc0NDA0MzgzNi4wLjAuMA..,,,,,£5.38,,https://www.dmi.co.uk/products/boutique-whitening-carbamide-peroxide-syringe-3ml-16-cp-btq-ubpb161.html?name=Boutique%20Whitening&type=simple&_gl=1*9jt3xl*_up*MQ..*_ga*MTk3NjE5NDU1LjE3NDQwMzkwNTI.*_ga_0T1NKWVSZ2*MTc0NDA0MzgzNi4yLjAuMTc0NDA0MzgzNi4wLjAuMA..,,,,,N/A,N/A,,,,,,N/A,,,,,,,,,,,,,
BOU010,Boutique Whitening Top Up Case By Day 6% HP 2x3ml,Boutique Whitening,UBPB062,Boutique Whitening,Pack (2),£6.43,£10.00,€11.60,35.7%,N/A,N/A,,Not listed on competitor,,,,N/A,,,Not listed on competitor,,,,N/A,N/A,,,,,,N/A,,,,,,,,,,,,,
BOU011,Boutique Whitening Top Up Case By Night 10% CP 2x3ml,Boutique Whitening,UBPB102,Boutique Whitening,Pack (2),£6.43,£10.00,€11.60,35.7%,N/A,N/A,,Not listed on competitor,,,,N/A,,,Not listed on competitor,,,,N/A,N/A,,,,,,N/A,,,,,,,,,,,,,
BOU012,Boutique Whitening Top Up Case By Night 16% CP 2x3ml,Boutique Whitening,UBPB162,Boutique Whitening,Pack (2),£6.43,£10.00,€11.60,35.7%,N/A,N/A,,Not listed on competitor,,,,N/A,,,Not listed on competitor,,,,N/A,N/A,,,,,,N/A,,,,,,,,,,,,,
BOU019,Boutique Whitening Top Up Case By Day 6% HP 3x3ml,Boutique Whitening,UBPB063,Boutique Whitening,Pack (3),£9.79,£15.00,€17.40,34.7%,N/A,N/A,,Not listed on competitor,,,,N/A,,,Not listed on competitor,,,,N/A,N/A,,,,,,N/A,,,,,,,,,,,,,
BOU020,Boutique Whitening Top Up Case By Night 10% CP 3x3ml,Boutique Whitening,UBPB103,Boutique Whitening,Pack (3),£9.79,£15.00,€17.40,34.7%,N/A,N/A,,Not listed on competitor,,,,N/A,,,Not listed on competitor,,,,N/A,N/A,,,,,,N/A,,,,,,,,,,,,,
BOU021,Boutique Whitening Top Up Case By Night 16% CP 3x3ml,Boutique Whitening,UBPB163,Boutique Whitening,Pack (3),£9.79,£15.00,€17.40,34.7%,N/A,N/A,,Not listed on competitor,,,,N/A,,,Not listed on competitor,,,,N/A,N/A,,,,,,N/A,,,,,,,,,,,,,
BOU030,Boutique By Night Gift Bag,Boutique,GBAGB,Boutique Whitening,Each,£0.69,£0.90,€1.04,23.3%,€1.31,-20.3%,https://www.dmi.ie/products/boutique-whitening-gift-bag-single-btq-gbag.html?name=Boutique&type=simple&_gl=1*ws5xv1*_up*MQ..*_ga*MTk3NjE5NDU1LjE3NDQwMzkwNTI.*_ga_0T1NKWVSZ2*MTc0NDAzOTA1MS4xLjAuMTc0NDAzOTA1MS4wLjAuMA..,,,,,£1.10,,https://www.dmi.co.uk/products/boutique-whitening-gift-bag-single-btq-gbag.html?name=Boutique&type=simple&_gl=1*ws5xv1*_up*MQ..*_ga*MTk3NjE5NDU1LjE3NDQwMzkwNTI.*_ga_0T1NKWVSZ2*MTc0NDAzOTA1MS4xLjAuMTc0NDAzOTA1MS4wLjAuMA..,,,,,N/A,N/A,,,,,,N/A,,,,,,,,,,,,,
BU541,UnoDent Diamond Burs Cylinder FG No. 541 541 Medium 108-011M,UnoDent,BU541,ENDODONTICS & ACCESSORIES,Pack (5),£2.29,£4.82,€5.59,52.6%,N/A,N/A,,Not listed on competitor,,,,N/A,,,Not listed on competitor,,,,N/A,N/A,,,,,,N/A,N/A,,,,,,,,,,,,
BU541C,UnoDent Diamond Burs Cylinder FG No. 541 Coarse 541 Coarse,UnoDent,BU541C,ENDODONTICS & ACCESSORIES,Pack (5),£2.37,£5.14,€5.96,53.9%,N/A,N/A,,Not listed on competitor,,,,N/A,,,Not listed on competitor,,,,N/A,N/A,,,,,,N/A,N/A,,,,,,,,,,,,
CAW384,Schulke Mikrozid Jumbo Wipes Refill (70002981) - Pack220,Schulke,70002981,"CLEANING, STERILIZING PRODUCTS",Pack (220),£6.43,£12.70,€14.73,49.4%,€15.82,-6.9%,https://www.dmi.ie/products/mikrozid-alcohol-jumbo-wipes-refills-x-220-schu-70002981.html?name=Schulke&type=simple&_gl=1*1yofrpb*_up*MQ..*_ga*MTEwMDIwODM2OC4xNzQ0MTQxNTkw*_ga_0T1NKWVSZ2*MTc0NDE0MTU5MC4xLjEuMTc0NDE0MTY1Ni4wLjAuMA..,,,,,£13.25,,https://www.dmi.co.uk/products/mikrozid-alcohol-jumbo-wipes-refills-x-220-schu-70002981.html?name=Schulke&type=simple&_gl=1*1yofrpb*_up*MQ..*_ga*MTEwMDIwODM2OC4xNzQ0MTQxNTkw*_ga_0T1NKWVSZ2*MTc0NDE0MTU5MC4xLjEuMTc0NDE0MTY1Ni4wLjAuMA..,,,,,£9.80,29.6%,https://www.dentalsky.com/mikrozid-wipes-plus-tub-220.html,,,,,N/A,N/A,,,,,,,,,,,,
CAW596,UnoDent Surface Disinfectant Wipes Alcohol-free Apple Tub,UnoDent,CAW596,"CLEANING, STERILIZING PRODUCTS",Each,£3.78,£6.69,€7.76,43.5%,€4.99,55.5%,https://www.dmi.ie/products/unodent-zero-jumbo-alcohol-free-surface-disinfectant-wipe-x-200-refill-uno-caw597.html,,Unodent Surface Disinfectant Wipes - Alcohol-free Refill Pack - Apple,UNKNOWN,,£4.29,55.9%,https://www.dmi.co.uk/products/unodent-zero-jumbo-alcohol-free-surface-disinfectant-wipe-x-200-refill-uno-caw597.html,,Unodent Surface Disinfectant Wipes - Alcohol-free Refill Pack - Apple,UNKNOWN,,N/A,N/A,,,,,,N/A,N/A,,,,,,,,,,,,
CAW597,UnoDent Surface Disinfectant Wipes Alcohol-free Refill Pack,UnoDent,CAW597,"CLEANING, STERILIZING PRODUCTS",Each,£2.47,£4.50,€5.22,45.1%,€4.99,4.6%,https://www.dmi.ie/products/unodent-zero-jumbo-alcohol-free-surface-disinfectant-wipe-x-200-refill-uno-caw597.html,,Unodent Surface Disinfectant Wipes - Alcohol-free Refill Pack - Apple,UNKNOWN,,£4.29,4.9%,https://www.dmi.co.uk/products/unodent-zero-jumbo-alcohol-free-surface-disinfectant-wipe-x-200-refill-uno-caw597.html,,Unodent Surface Disinfectant Wipes - Alcohol-free Refill Pack - Apple,UNKNOWN,,N/A,N/A,,,,,,N/A,N/A,,,,,,,,,,,,
CAW708,Medipal Disinfectant Wipes (Q7W520110MPCE) Tub 240,Medipal,Q7W520110MPCE,"CLEANING, STERILIZING PRODUCTS",Tub (240),£2.37,£5.85,€6.79,59.5%,N/A,N/A,,Not listed on competitor,,,,N/A,,,Not listed on competitor,,,,N/A,N/A,,,,,,N/A,,,,,,,,,,,,,
CAW751,Kerr CaviWipes Canister (4731160) - Tub160,Kerr,4731160,"CLEANING, STERILIZING PRODUCTS",Tub (160),£5.65,£8.11,€9.41,30.3%,€10.26,-8.3%,https://www.dmi.ie/products/kerr-caviwipes-tub-pk160-tub-pk160-15-24-x-17-15cm-kerr-4731160.html?name=Kerr%20CaviWipes&type=simple&_gl=1*1whf46h*_up*MQ..*_ga*MjEwNTY3MDMxMS4xNzQ0MTI0OTcw*_ga_0T1NKWVSZ2*MTc0NDEyNDk3MC4xLjAuMTc0NDEyNDk3MC4wLjAuMA..,,,,,£8.59,,https://www.dmi.co.uk/products/kerr-caviwipes-tub-pk160-tub-pk160-15-24-x-17-15cm-kerr-4731160.html?name=Kerr%20CaviWipes&type=simple&_gl=1*1whf46h*_up*MQ..*_ga*MjEwNTY3MDMxMS4xNzQ0MTI0OTcw*_ga_0T1NKWVSZ2*MTc0NDEyNDk3MC4xLjAuMTc0NDEyNDk3MC4wLjAuMA..,,,,,£7.95,2.0%,https://www.dentalsky.com/caviwipestm-cannister-160.html,,,,,€5.71,,https://www.dontalia.com/caviwipes-towelettes.html,,,,,,,,,,,
CAW757,Clinell Universal Disinfectant Wipes Refill 250mm x 200mm,Clinell,CWTUB100R,"CLEANING, STERILIZING PRODUCTS",Pack (100),£1.82,£3.65,€4.23,50.2%,€10.69,-60.4%,https://www.dmi.ie/products/clinell-hand-surface-universal-disinfection-wipes-pack-200-gama-bcw200.html?name=Clinell%20&type=simple&_gl=1*hlc4x5*_up*MQ..*_ga*MTA2MDQwNTY2OC4xNzQ0MDUzOTU5*_ga_0T1NKWVSZ2*MTc0NDA1Mzk1OS4xLjEuMTc0NDA1NDA5NC4wLjAuMA..,,,,,£8.95,,https://www.dmi.co.uk/products/clinell-hand-surface-universal-disinfection-wipes-pack-200-gama-bcw200.html?name=Clinell%20&type=simple&_gl=1*hlc4x5*_up*MQ..*_ga*MTA2MDQwNTY2OC4xNzQ0MDUzOTU5*_ga_0T1NKWVSZ2*MTc0NDA1Mzk1OS4xLjEuMTc0NDA1NDA5NC4wLjAuMA..,,,,,£5.60,-34.8%,https://www.dentalsky.com/clinell-universal-wipes-pack-200.html,,,,,N/A,,,,,,,,,,,,,
CAW759,Clinell Universal Disinfectant Spray (CDS500) - 500ml,Clinell,CDS500,"CLEANING, STERILIZING PRODUCTS",Each,£1.75,£3.40,€3.94,48.5%,N/A,N/A,,Not listed on competitor,,,,N/A,,,Not listed on competitor,,,,£4.80,-29.2%,https://www.dentalsky.com/clinell-universal-disinfectant-spray-500ml.html,,,,,N/A,,,,,,,,,,,,,
CAW767,Clinell Universal Wipes Heavy Duty (BCW100) - Pack100,Clinell,BCW100,"CLEANING, STERILIZING PRODUCTS",Pack (100),£2.96,£4.73,€5.49,37.4%,N/A,N/A,,Not listed on competitor,,,,N/A,,,Not listed on competitor,,,,N/A,N/A,,,,,,N/A,,,,,,,,,,,,,
CCA205,Cottontails Round Cotton Wool Cosmetic Remover Pads -Pack200,Robinson,1124,"COTTON, PAPER PRODUCTS",Pack (200),£1.46,£1.95,€2.26,25.0%,N/A,N/A,,Not listed on competitor,,,,N/A,,,Not listed on competitor,,,,N/A,N/A,,,,,,N/A,,,,,,,,,,,,,
CGD156,Meditrade Gentle Skin Compact+ Latex Gloves P/Free X-Small,Meditrade,1221XSI,"APRONS, BIBS & GLOVES",Box (100),£2.58,£4.00,€4.64,35.5%,N/A,N/A,,Not listed on competitor,,,,N/A,,,Not listed on competitor,,,,N/A,N/A,,,,,,N/A,,,,,,,,,,,,,
CGD167,Meditrade Gentle Skin Compact+ Latex Gloves P/Free Small,Meditrade,1221SI,"APRONS, BIBS & GLOVES",Box (100),£2.58,£4.00,€4.64,35.5%,N/A,N/A,,Not listed on competitor,,,,N/A,,,Not listed on competitor,,,,N/A,N/A,,,,,,N/A,,,,,,,,,,,,,
CGD178,Meditrade Gentle Skin Compact+ Latex Gloves P/Free Medium,Meditrade,1221MI,"APRONS, BIBS & GLOVES",Box (100),£2.45,£4.00,€4.64,38.8%,N/A,N/A,,Not listed on competitor,,,,N/A,,,Not listed on competitor,,,,N/A,N/A,,,,,,N/A,,,,,,,,,,,,,
CHM076,Meditrade Suavel Protec Plus Type IIR Surgical Mask Ear Loop,Meditrade,80-957,"COTTON, PAPER PRODUCTS",Each,£1.99,£2.55,€2.96,21.9%,N/A,N/A,,Not listed on competitor,,,,N/A,,,Not listed on competitor,,,,N/A,N/A,,,,,,N/A,,,,,,,,,,,,,
CHM078,Meditrade Suavel Protec Type IIR Face Masks 3ply Ear Loop,Meditrade,80-902,"COTTON, PAPER PRODUCTS",Box (50),£1.29,£2.88,€3.34,55.2%,N/A,N/A,,Not listed on competitor,,,,N/A,,,Not listed on competitor,,,,N/A,N/A,,,,,,N/A,,,,,,,,,,,,,
CJT062,UnoDent Disposable Aspirator Tips - Child 16mm Yellow,UnoDent,CJT062,SALIVA EJECTORS,Pack (50),£2.68,£6.02,€6.98,55.5%,N/A,N/A,,Not listed on competitor,,,,N/A,,,Not listed on competitor,,,,N/A,N/A,,,,,,N/A,N/A,,,,,,,,,,,,
